avg_fixation_ms,fixation_std,regression_rate,saccade_length,saccade_std,gaze_drift_px,scroll_delta_px,velocity_mean,line_reread_count,label
979.9481933187477,233.4148366597316,0.19209059150860547,64.07476139326192,63.67124565020375,22.0,2.1486648184386907,146.5499970065066,0.08446270055979521,zoning_out
448.8793189429184,137.31886191271502,0.43775768505706747,48.486420085390236,12.429714460570132,13.064118751015835,8.812553063463323,95.43157460713662,4.371246551732432,confused
263.69825758550246,71.35145630355092,0.09479944106979477,90.9958572266565,26.52933492341819,13.73240796802866,55.88686689730933,371.3125987263272,0.0,focused
447.60587004392175,128.02613570783956,0.4218990057010104,52.613120144162764,24.80436409046724,25.11207594172772,1.1971056335543704,91.61548487697806,3.3486054452253926,confused
386.141176136965,130.0712081767845,0.480650434599375,27.88249996045981,15.971570718853986,17.090886802320412,4.669982611258723,116.73600440929289,4.48910119076728,overloaded
577.7954114488662,177.60136570942223,0.5408369433834611,28.30041626702234,4.803623930919114,14.691461731281711,0.0,153.55130515245546,8.823774680625451,overloaded
119.83038022518971,46.931047440774044,0.06886441484998285,290.2983714913356,94.40000216441463,37.25430286395687,49.33273761614083,516.2096256488925,0.5175161825684733,skimming
101.12919054856931,39.598367168833796,0.042065589536941325,144.35717351747002,82.55414769550045,45.31093806702931,168.35624152608028,547.7560461806072,0.08939099845661283,skimming
1460.0989181330085,293.8605243831808,0.2450592619963743,74.84794071884437,93.70939369869475,22.0,1.9941552554635644,93.13815319165931,0.0,zoning_out
510.52452072979577,264.5689259971228,0.358508165686502,40.74519397263087,20.908598620655688,3.0,0.0,150.59387588887284,5.732199921621083,overloaded
353.49455569295833,140.05900398292755,0.43337851966871144,51.488731926531244,14.342483606820275,16.506242313932724,0.0,142.1742469483686,5.97739326781241,confused
968.582574899376,217.8004432431378,0.4411247308810287,8.0,49.68029007563114,82.79081508692681,2.0124532598489706,122.57691794590183,0.40104912692603994,zoning_out
580.0,251.61397322512784,0.18180934815605027,76.45254963536655,62.95601366333778,40.24505485893471,2.110604438484627,126.94961614898892,0.1240935100767448,zoning_out
300.0,190.13448441312462,0.5302117163311535,24.712860264647226,17.507944246435045,13.344950965206287,0.0,159.0032389982013,5.15947424853392,overloaded
539.4440923493606,67.78908797930869,0.3828352052793773,43.946184534825655,20.152870424099135,20.15837460457804,12.49970046268156,94.26320780534282,2.9473333122144623,confused
193.62671468831638,59.98589796014381,0.06470442787685518,97.66679848262962,35.439255686235235,2.0,51.00274549106085,224.6799058912937,1.621209622964161,focused
197.76889344607633,77.9638927736498,0.1016171575933387,81.7629045964963,38.05768493897146,9.097427248158606,24.011383358536786,228.5824097604418,0.0,focused
127.6042543431119,30.52229701741946,0.09724802941367175,141.34013264830844,68.02804493067455,5.0,145.25998237104506,557.3284215668687,0.13292858589080137,skimming
261.25383985020363,15.0,0.12704406454599654,105.09346112546402,38.73229662256814,16.40259196313768,50.76833139383628,236.5613258779486,0.7595192876316132,focused
442.7175620377192,96.68881271467387,0.41095368243387354,30.281719590051416,10.891953867688988,14.200270553108945,5.238178084583364,92.1170031063707,5.545401595579156,overloaded
229.67692029604802,39.3284297626,0.056134998234107295,157.55679936821724,32.16621501543802,15.348900420148848,16.45323109801344,296.11522264709237,0.6424039700382778,focused
684.7256738664282,126.45578014640178,0.3785993728645042,45.710089026956254,16.51314803327256,34.431920191448555,5.648878661638098,131.64790846941418,4.296564294447638,confused
1057.257431407581,242.5563625395911,0.17331471424484832,104.21272419195145,69.09114757833757,45.32162643312953,3.8030476196548513,62.47822559295193,0.4133615472833345,zoning_out
109.76742554162098,33.63442125975625,0.05853535947564935,219.1856329057723,99.29271945803438,43.44123707650304,47.54599692826544,704.1936490761974,0.29669894039285827,skimming
586.8623785705837,182.7881536105569,0.4714454889770082,39.06417051186226,22.212464223090674,18.101569455824063,5.40297912014875,103.92740960676147,2.832903804423198,confused
494.491324652989,60.0,0.36111184646644456,25.77968373637207,5.730142106434489,3.0955797814221295,0.0,184.2885522048913,4.408107930350614,overloaded
317.7445172119718,130.3902391425234,0.44492400475151395,37.37491152508917,18.45887607605195,29.77640437975942,0.0,189.6441186299855,2.867061160489455,confused
329.6002385245042,176.467684581264,0.4663706807494742,48.16671716342104,20.09405681070212,33.14218070279314,2.776502601275269,53.92588813490481,4.2666400352346185,confused
1305.4081354601974,176.99697788617425,0.20609838500160704,181.84342028545223,41.920452089003874,67.59695628065839,3.5355422887095727,114.64708540125312,0.19857674983491763,zoning_out
392.32427898326824,105.93464540069405,0.290707757368489,24.759574038077936,11.28153478443808,18.37515756730561,0.2908294901414541,84.23692839968771,4.731831213595912,overloaded
151.332652519713,19.05314614087645,0.109778177984222,91.63338906744524,32.16293130517975,21.442300607632532,29.364025336549915,367.4304796915475,0.20968697735244468,focused
102.15521581000708,43.752893914344796,0.07081476238568055,119.51768672467335,90.96081458978632,24.5155378718088,53.36188659902606,401.63158664355404,0.25466392890238543,skimming
956.2036457623886,270.6883064298517,0.24960424110964863,93.56388356753607,26.617149469289473,25.010880191261926,0.0,124.23308690720849,0.9558434215075304,zoning_out
525.272437311317,180.45401883337496,0.3454593360804829,36.310412653450754,17.387639134501836,22.554103068460172,0.0,115.15220144818169,4.522024379592181,overloaded
1238.2642144180581,231.3776342683243,0.12892683179835865,90.20535417724152,118.75045552464283,50.104804667424474,3.4190549377897117,99.50474388048598,0.0,zoning_out
538.6635956144811,125.02400995712263,0.42439305886047296,38.073864063674016,16.80032128008428,19.592678382559242,0.6629283538046238,70.45422738340241,3.8603442699050063,confused
267.8877390104092,81.29473692920403,0.13854951508692429,94.28902258285989,25.242567722538784,16.07620646546481,24.25070630479698,339.28495623333157,0.7150533991662021,focused
1091.2523502854397,227.8714820375746,0.44853053088358846,69.66896991464277,90.07183260154676,81.35329188560415,0.7029742945627988,99.36427940711285,0.0,zoning_out
999.0209998093372,190.76075873385093,0.19606956086569183,67.88019624787802,57.721509746213755,55.150993569247895,0.0,204.6888263451823,0.3094662334437296,zoning_out
1175.744789419095,335.638629917417,0.15545976074127416,55.04254100131541,92.219776873591,22.0,1.5094877579422377,53.66479235269236,0.5209290989725093,zoning_out
868.1047233004954,234.05384690455278,0.08213299579780306,151.5163949363761,86.67883997195267,79.738346150018,4.060610136883138,112.71830787138303,0.037832299530624836,zoning_out
1046.8734391367534,236.44301882977854,0.1816526414134551,68.06551746272075,50.98103464299015,85.60875673946273,0.0,63.6384549987577,0.7801262631274578,zoning_out
215.86033949453375,61.33644691820705,0.09937811385425702,78.73135805902535,21.43307905935292,2.0,22.16474356763621,327.6264111406982,0.6238913405512716,focused
223.14175445629417,35.24241945558501,0.10322854906905787,70.57272502651978,39.75198920458769,26.364959383415954,11.878243427151894,269.63545242964614,1.5561174553327992,focused
304.4067313620101,58.6188579570705,0.08100173181914491,73.40915274224193,38.77745064907927,9.125181006245995,29.081641461779952,286.32313565512646,0.0,focused
587.7499493286639,140.0966821984868,0.4052194835360164,27.814003655259782,20.40538772358247,20.253963866092644,0.0,98.05664395558644,5.681531743818158,overloaded
97.2894567499991,43.49566941332368,0.04641636796230995,179.01986208318192,36.39531479792231,7.224318283926959,145.35842634043496,564.259927389564,0.0725610565480887,skimming
288.9769133803869,49.256271383481575,0.039281954726269934,91.01640735128912,26.049564897522153,19.62083406279836,43.943680396075365,282.48938922548206,0.7736940633218122,focused
247.14267328908238,45.449553598350235,0.06457390408986939,105.71517748922548,25.275029093870156,8.58077834662729,51.36533542441141,260.73066965392263,0.5525596709103402,focused
541.0128468690307,109.8185332066241,0.660805907750909,39.132181686110584,14.188902998987496,26.088590031127282,5.167921592720623,214.2870640014096,7.241571045479579,overloaded
453.2568554020694,114.52347674424934,0.4439279645394836,32.0478896941394,11.020477470676214,17.478242891056954,0.0,131.9835419664538,6.385901645710475,overloaded
804.1606605923091,177.83597359675178,0.04479635729321704,36.09077642949289,69.50791855123542,44.17289751097385,0.0,103.09573363882666,0.3772343346359296,zoning_out
617.0812229656913,137.0407624347224,0.3702144911603168,24.291481081652872,21.668245121413992,27.529941576713682,0.0,120.24236475904479,3.098777808423259,confused
55.0,49.983962064291646,0.05178963695021253,183.09297965155832,71.6440111519834,44.23329010905098,125.30837566298933,495.96340846971657,0.06653807890580829,skimming
763.3899280487985,186.7048918613765,0.5922003249235555,35.09982017860416,15.857819531783997,15.119005877505728,2.07047070859298,161.34104724151905,3.707899301652136,overloaded
650.7920092799217,91.98301332786386,0.494508575641121,54.93353420452053,13.871057462566185,17.733968833087744,4.409794256584589,112.93043705624785,4.538145632391197,overloaded
107.52117273996646,22.122212725301942,0.0179179283829351,223.71155756638578,101.29407885286815,40.73358108338559,99.56007306763316,504.89844163134376,0.0,skimming
231.96545993717328,29.44314435776375,0.029750790620816925,65.51451604379433,26.31162699917549,12.947249389749423,27.845239428593402,341.43271506131094,1.44566536453248,focused
949.7480762252292,240.4448673656796,0.21365920389020615,107.47681618480019,86.49243586189644,67.8328897677379,6.277121640615926,122.10058320077285,0.6022077463598894,zoning_out
517.7583355497158,110.65934203063814,0.32944458056021936,44.28188905589097,18.72349435919735,9.27616649815219,4.52706924416281,130.31494552294404,4.732369991448487,overloaded
259.29958844893906,35.54003173916597,0.14657903388200025,79.92080251450496,18.13589156916052,24.17309491549914,60.252257105465915,303.96954031598443,0.9417383020094912,focused
492.79995451945626,112.24509603357282,0.2920064945816775,45.37852484619147,12.025301843275539,8.070183823248094,7.69521295531305,119.21012747716532,3.248242207574563,confused
63.00401161528906,44.26173181551496,0.0863114782718529,257.19735450993085,59.27207136490921,33.77284443412927,72.02270109422204,736.4483508016475,0.3967853818412448,skimming
951.2459281188411,365.17985285747415,0.23195098881083026,87.60375064939016,77.52367281493241,82.34817518415565,4.045716896903772,107.87618966478118,0.7421847456765993,zoning_out
872.9270232575069,350.8314726031875,0.38120300275718466,100.64217169067734,20.0,70.32856479583066,0.0,93.85731655248995,0.229464072933873,zoning_out
799.765547199693,261.50191268086286,0.20626834579468364,105.0671175559362,56.534390763732006,43.23922203177064,0.0,99.63398499192161,0.15596870239441163,zoning_out
656.2871098564058,74.16785720232404,0.4571984852670781,49.16300288857405,12.377653934110606,18.42507152728272,2.1207989390099486,145.51346594201107,1.5,confused
